question,answer
سپیسفائی ہوئی ہوں کہ ہمارے یوزرز کی کیا ریکوائرمنٹ ہیں لائک جو جو بھی اس میں ہوں آپ نے یہ سارا اس کچھ فائنلائز کرنا ہے ایک ڈاکومنٹ میں مینشن کر کے ناں اپنے,نہیں
کچھ عرصہ پہلے ہی مطلب اوپن ہوئی ہے,نہیں
سر آئی تھنک بزنز ریکوائرمینٹس اینف ہیں ,نہیں
اوہ ہاں سچ ان کی پروگریس کہاں تک پہنچی وہ اس کی میں نے لاسٹ ویک آپ کو ایڈز کا کہا تھا تو کیا شیئر آپ نے,نہیں
تو اب یہ کہ ہر ویکنڈ پہ ناں میں م ایک میٹنگ رکھا کروں گی یا ویک کے سٹارٹ پہ,نہیں
ایٹ انٹرنز اور م ایٹ ٹو ٹین جو ہیں وہ امپلائز جائیں گے ٹھیک ہے,نہیں
:م: بیسکلی ہماری جو شفٹ ہوتی ہے وہ مارننگ میں ہوتی ہے اور یونیورسٹی میں :م: اس کی مارننگ ہوتی ہے تو یہ کلیش آ رہا ہے جب اس انہوں نے کام کرنا ہے,نہیں
یس ایگزیکٹلی سر یو آر رائٹ,نہیں
ٹھیک ہے میم میں کروا لوں گی میم اس م ٹینڈر میں کوئی سپیسفک اور چیز انکلوڈ کرنی ہے یا جو ہم پچھلے پروجیکٹس کے لیے کرتے آ رہے ہیں ویسے,نہیں
تو آپ نے ان کی ساری ریکوائرمنٹس کو نوٹ کرتے جانا ہے,نہیں
:م: وہ لکھا جائے گا اور پھر جو دوسرا کالم ہو گا ہمارا,نہیں
اپ مجھے اس کی مزید ڈیٹیل فارورڈ کر دینا میں اس کی سٹڈی کروں گا,نہیں
نہیں نہیں ان کا تو مجھے پتا ہے وہ تو آلریڈی ڈیڈ ہیں,نہیں
تو تب بھی سسٹم کے کمپونینٹ کے درمیان ہمیں :م: کمیونیکیشن ہو سکے گی اگر یہ انفراسٹرکچر نہیں ہو گا نیٹ ورکنگ کا دین پھر کمپونینٹ کے آپس میں کمیونیکیٹ کرنا کافی مشکل ہو گا,نہیں
سب اپنے اپنے پروونس کا ڈیٹا کلیننگ کریں گے,نہیں
تو اس لیے ان کے لیے بھی کرنے ہیں تو پندرہ جو ہیں وائس ریکارڈرز کر لیں اور مائیکس بھی اگر اٹیچڈ ہیں,نہیں
لائک سب سے پہلے آپ ایک ویب سائٹ کو اس کو انٹیگریٹ کرتے ہو,نہیں
آپ ایک بار اس کو چیک کر لیں,نہیں
تھوڑی سی اس میں لیگ آئے گا سٹارٹ اور اینڈ میں,نہیں
کتنے ہیڈفونز ریکوائر ہیں آپ کو پھر,نہیں
:م: لیکن اگر میں کوشش کروں کہ ہم اس کو کسی طریقے :م: جو ہے ناں لائک جو دوسرا ہوتا ہے کہ فری آف کوسٹ,نہیں
بیسکلی پتا ہے کیا ہے انٹرنز کا بیسک کبھی مسئلہ یہ نہیں ہوتا کہ وہ چل سکتے ہیں یا نہیں,نہیں
تو تاکہ پھر یہ ہے کہ جس طرح سے آپ نے بتایا کہ یہ جو ایک پہلے ایک ایشو ہوا تھا اس طرح سے ایشو نہ ہو,نہیں
اور اس کے علاوہ میں نے آپ لوگوں کو کچھ ریسرچ پیپرز دیے تھے,نہیں
تو آپ نے ان کو تھوڑا کنونس کرنے کی کوشش کرنی ہے کوئی اتنا مشکل کام نہیں ہے,نہیں
یہ ویب ایپلیکیشن ٹائپ کا پروجیکٹ ہے,نہیں
آپ اور سمی دونوں ہی پھر اس کو بھی مینیج کریں گے,نہیں
تھینکس آپ نے یاد کروا دیا,نہیں
تو اس میں کافی اچھی پرفارمنس تھی ان کی,نہیں
 یہ ڈیٹا ایکسپلوریشن میں کس طرح کام آتا ہے ,نہیں
وہ پھر یہ ہے کہ میں ادھر,نہیں
اوکے اوکے اچھا آپ نے کوئی ٹیمپلیٹ وغیرہ ڈھونڈا ہے ریسرچ پیپر کا,نہیں
اس کے علاوہ کوئی اور ایشو ہوا تو میں آپ کو بتا دوں گا,نہیں
باقی جو اس نے کیسے لے کر چلنا ہے ایپ کو وہ اس کا,نہیں
اب اس کی ڈویژن کیسے کی ہے اس کو میں ایکسپلین کر دیتا ہوں,نہیں
جس میں ٹائم لائن فیچرز میمبرز ریسورسز ہر چیز کی انفارمیشن انکلیوڈڈ ہوگی,نہیں
اس وقت م آرڈر ریسیو کرتے تو اسی بات کا جو ہے وہ کمپنی نے فائدہ اٹھا لیا ہے اور انہوں نے ایک سال کا ہی,نہیں
اچھا تو آپ جانتے کہ ہمارا یہ پروجیکٹ میڈیکل فیلڈ سے ریلیٹڈ ہے,نہیں
م دو ماہ بعد کا ہے وہ پھر خراب ہو جائے تو پھر یہ کہ پھر بھی تو ہم نے لینا,نہیں
م جن کا میں نے آپ کو پہلے بولا ہوا تھا,نہیں
اس کی ٹرانسکرپشن جو ہے وہ ٹیکسٹ سمرائزیشن کی طرف بھی جائے گی وہ اس کی سمری جنریٹ کرے گا,نہیں
آئی تھنک وی ہیو ڈسکس آلموسٹ ایوری تھنگ,نہیں
م باقی سب کو آواز ٹھیک آ رہی ہے میری,نہیں
اب مس {سحر} سے یہ ڈسکس کر,نہیں
لگ رہی ہے کہ وہ کافی زیادہ ڈیڈیکیٹڈ ہے اپنے کام کی طرف سے تو وی شڈ :م: ٹرائی ٹو پرووائیڈ ہر دا بیسٹ پروڈکٹ :م: تو ہم لوگوں کو اس کے لیے ناں کافی زیادہ :م: افیکٹ کرنی پڑے گی,نہیں
انکلیوڈ کر کے کام کریں تاکہ سب کو چیزوں کا آئیڈیا ہو,نہیں
چلیں ٹھیک ہے میم میں وہ آپ کو شیئر کر دوں گا پھر,نہیں
جو اوورلیپ والا پورشن ہوتا ہے وہ ہمارا ویسے ہی ڈسکارڈ ہو جاتا ہے اس میں کوئی سمجھ نہیں آ رہی ہوتی کہ کس نے کیا بولا ہے,نہیں
وہ کر لیتے ہیں ناں تاکہ میٹنگز کچھ مس نہ ہو جائیں جلدی میں,نہیں
لیٹ سے اگر وہ ٹوئنٹی سیکنڈ سے سٹارٹ ہے سٹارٹ ہوئی ہے تو ویسے جا کے اس کی آڈیو کو پھر سنے,نہیں
پہلے تو یہ ساری سپیسفکیشنز وغیرہ چیک کر لیں ان میں کیا کیا ایشوز ہیں,نہیں
اب اتنی ہی دیر ہمیں دوبارہ ٹینڈر کے لیے پریپریشن کرنی پڑیں گی ٹینڈر بھیجنا پڑے گا اور پھر وہاں سے ایک دو ماہ وہاں پہ لگ جائیں گے اس کو م اپروو ہونے میں یا ڈس اپروو ہونے میں دوبارہ,نہیں
تو تب بھی تو ہم ان کو کلیئر کر سکتے ہیں ان کے سارے چارجز,نہیں
بعد میں پک کر کے انہوں نے آپ کو کیا کہا تھا کہ م پراڈکٹ کو رپلیس نہیں کریں گے وہ,نہیں
میم پرانا ہونے کی وجہ سے لیپ ٹاپس سلو ہو جاتے ہیں,نہیں
تو آپ لوگ اس کا ہوم ورک کر کے آئیں اور سب نے اپنے پروجیکٹ کے لحاظ سے ڈیٹا کلیننگ کے لیے جو کون کون,نہیں
مطلب ہمارا بھی گزارہ نہیں ہے,نہیں
ہاں جی کہا تھا بٹ وہ لنگوسٹس کے لیے تھا,نہیں
تو اس لیے ڈیلےآگیا کام میں,نہیں
کوئی سسٹم پرفارم کرے گا کہ نہیں کرے گا مطلب آپ لوگوں نے اسے اردو میں ٹرانسلیٹ کر کے لکھ دینا ہے ٹھیک ہے آپ لوگوں کے جو ذہن میں آ رہا :م: مطلب جو ہو گا :م: اسے اردو میں ٹرانسلیٹ کر کے لکھ دینا,نہیں
میم آلموسٹ ففٹین مائیکروفونز چاہییں ہوں گے,نہیں
میں بھی ٹھیک ٹھاک اللہ کا شکر,نہیں
جلد از جلد وہ جوائن بھی کر لیں گے ہمارے آفس کو,نہیں
بلکل ایسے ہی ہے سم ٹائم ایسا ہوتا کچھ فائل  ٹرانسفر نہیں ہوتی جس کی وجہ سے ایرر آجاتا ہے,نہیں
کیک ملتے ہیں لائک ڈونٹ شیپس میں ہوتے ہیں,نہیں
تو م یہ پھر انہوں نے م اس طرح سے کیوں کیا ہوا آپ کو کیا لگ رہا ہے,نہیں
ٹوٹلی کچھ نہ پتا ہو تو یہ بھی مسئلہ ہو گا تو اس لیے آپ لوگ مطلب اس چیز کی آپ نے فکر نہیں کرنی بس پروجیکٹ سٹارٹ کریں پلاننگ کر لیں لوگ ہمیں انشاء ﷲ مل جائیں گے,نہیں
تو اس بار تو یہ نہیں بچیں گے اگر انہوں نے ابھی جو ہے وہ رپلیس م سوری پیسے ریٹرن نہ کیے تو,نہیں
یہ اچھا کیا ہے کہ علیحدہ علیحدہ اس کو بریک کیا ہے,نہیں
:م: بھی ہوتے ہیں اور ایک {سمیع} اکیلا مرد ہوتا ہے,نہیں
آلریڈی ہمارے پاس فائیو انٹرنز ہیں اینوٹیشن کے لیے جو ساتھ میں براڈکاسٹنگ کا ڈیٹا بھی کرتی ہیں اور ایس این جی کا بھی,نہیں
جی ایک دفعہ میٹنگ کر لیتے ہیں,نہیں
چلیں ٹھیک ہے آپ کریں اسٹارٹ,نہیں
انٹرویو کے بعد کینڈیڈیٹ کو اس کے انٹرویو کا فیڈ بیک ملے گا,نہیں
تو م جو ایک مطلب سوفٹ وئیر وغیرہ ڈویلپ کرنا ہے,نہیں
جی جی :م: جب جب ساری چیزیں جو ہیں یہ ڈیسائیڈ ہو جائیں گی ناں تو پھر آپ لوگ,نہیں
تو اسی لیے میں بار بار اس چیز کو فورس کر رہی ہوں دوسرا یہ کہ ٹائپنگ اگر اچھی ہو گی تو جہاں ہم نے,نہیں
اچھا {لائبہ} آپ نے نہ کسی بھی اپنے ٹیم کے ایک پرسن کو اسائن کر دینا ہے تاکہ ناں مجھے تھرسڈے تک ہی آپ لوگوں پہ تو میں اب برڈن نہیں ڈال رہا کافی پہلے ہی ہو گیا ہے,نہیں
میں نے آنا تھا آج آفس بٹ آج پھر بارش سٹارٹ ہو گئی,نہیں
:م: ہاں یہ ہم کسی آرگنائزیشن کے لیے ہی بنوا رہے ہیں یہ مطلب,نہیں
اور ڈیٹا ہمارا میٹنگزکی فارم میں ہوگا,نہیں
وہ ساری ٹپس ساری ڈیٹیلز ہم آپ کو,نہیں
ہاں ہاں ٹھیک ہے اس کا مطلب صحیح ہے یہ بھی ایسا بھی کیا جا سکتا ہے ویسے,نہیں
نجم آواز بیٹا کم آ رہی ہے,نہیں
وہ جو کین چارٹ والا میں نے بتایا تھا اس پہ لاسٹ پیج,نہیں
اس اور :م: آپ کو پتا ہی ہے کہ :م: پیچھے ساری ایکسپلینیشنز سے آپ کو پتا لگ ہی گیا ہو گا کہ یہ جونسا پروجیکٹ ہے کتنا زیادہ ڈفیکلٹ ہے اور اس میں تھوڑی سی بھی غلطی,نہیں
میم دراصل ہم ڈیٹا کو کلیکٹ کرتے ہوئے اور اینوٹیٹ کرتے بہت دھیان رکھتے تو ہیں,نہیں
ان کو اینیشئلی ہم م فورٹی فائیو تھاوزنڈ,نہیں
کہ وہاں سے کسٹمرز لاگ ان اور سائن اپ کرتے تھے,نہیں
آپ فری ہو کے انفارم کر دیتی,نہیں
جی میم کیونکہ ان کا ہمارے پروجیکٹ سے کوئی کام نہیں ہے ہم یہ سب چیزیں ریموو کر دیں گے,نہیں
م تو میٹنگ میں ہیں ہمارے ساتھ آپ لوگ آواز آ رہی ہے آپ کو کلیئر میری,نہیں
جی کافی اچھا تھا الحمد للہ,نہیں
جو انہیں ٹیسٹنگ ہمارے ساتھ ٹیسٹنگ کے بعد ہینڈ اوور ہوا تھا,نہیں
ہاں میں ایکسپلین کرتا ہوں اچھا ہمیں بیسکلی جو ہے ناں تھرو آوٹ وہ ڈاکومنٹ مینٹین کرنا ہے پروڈکشن سرور کا,نہیں
اور آپ جن سے ریفرنس :م: لیں گے ان سے آگے بھی بات کر لیجیے کہ وہ دوسرے ہاسپیٹل سے ان کے اگر کوئی لنکس ہیں تو وہ بھی وہ,نہیں
اس کو ناں ڈاکومنٹ کے ساتھ اٹیچ کر کے,نہیں
ہاں جی اس میں نمبر آف پوسٹ ایڈ کرنی ہو گی اور باقی کچھ کوالیفکیشن میں اور جاب,نہیں
ہاں ٹھیک ٹھیک یہ بھی ہے ویسے,نہیں
ایک اور بھی ہے جی ٹی پی ایل پی پہ بھی پڑا ہوا ہے ایکس فیکٹر بیسڈ اردو سپیکر ائیڈنٹفکیشن فار شارٹ اٹرنسز,نہیں
اب بات یہ ہے کہ ہم نے مزید کچھ انٹرنز ہائر کرنی ہیں براڈکاسٹنگ اے ایس آر کے لیے اینوٹیشن کے لیے,نہیں
:م: جی آپ نے اس کو ڈائیگرام کے ذریعے ایکسپلین کرنا ہے کیونکہ نیکسٹ اگر ہمیں کلائنٹ کے ساتھ کوئی میٹنگ ہو گی اسے پروجیکٹ کو سمجھانا ہو گا تو ہماری لیے ایزی ہو گا,نہیں
ان کے آفیشل لیٹر میں یہ ہی تھا کہ پراجیکٹ ڈیٹیلز سینڈ کریں ویریفکیشن پرپز کے لیے,نہیں
باقی اٹ ڈیپینڈز اپون یور کنفرمیشن آفٹر انٹرویو کہ آپ کو کس طرح کا لگا,نہیں
سر اس کی ڈیٹا کلیننگ اور پریپروسسنگ میں کافی چیزیں آ جائیں گی,نہیں
ایک کیب میں سے دوسرے کیبن میں جانا پڑتا ہے ریکارڈنگ والوں کو بھی اور ویسے بھی ٹرنز بھی م,نہیں
اچھا آپ لوگوں کا یہ پروجیکٹ کمپلیٹ ہے ناں ,نہیں
اس کے بارے میں اپڈیٹ دیں مجھے آپ سب کیا سٹیٹس ہے,نہیں
نہیں میم ابھی انٹرویوز نہیں لیے,نہیں
تو پھر لاسٹ مومنٹ پہ ہمیں بڑا بھاگ دوڑ کر کے ڈھونڈنے پڑتے ہیں انٹرنز ناں تو اس سے,نہیں
رپورٹ اگر ہم یہ کنسیڈر کر لیں کے آپ ہر رپورٹنگ کو جیسی بھی م رپورٹنگ ہے آپ اس کو,نہیں
تب صرف رئیل ٹائم امیجج ہی کہا گیا تھا,نہیں
جو {لائبہ} ہیں وہ بتادیں گی ان کو جو اس میٹنگ میں ڈسکس ہو گا میں اس کا کہہ رہا تھا کہ وہ ان کو بتا,نہیں
سر وہ تین سال پہلے لی تھی ایکسائیڈ کمپنی کی تھی,نہیں
اور دو ممبرز کو شفٹ کر دیا گیا ہے کسی اور پروجیکٹ پہ تو اب مجھے ٹیم دوبارہ سے ری الائن کرنی ہے تو اس میں مجھے کافی ایشوز آ رہے ہیں,نہیں
سیم لنگوسٹ ریسرچ آفیسرز والا ہے یا مارجن ہے,نہیں
اگر ہم جونسے پہلے سے ہی امپلائی ہیں اگر ہم ان کو یوز کریں گے تو وہ ان کا جونسا اپنا کام ہے وہ پیچھے آجائے گا تو میرے خیال سے جونسا :م: {ایمان},نہیں
م میم میں نے پوچھنا تھا کہ میڈم,نہیں
اس کے علاوہ ٹیکنیکل ایکوئپمنٹس جس میں پروجیکٹرز ایل سی ڈیز مائیکروفونز اور الیکٹرونکس میں اے سیز اور لیب کے لیے یو پی ایس وغیرہ,نہیں
میرے خیال سے ان کے ساتھ صحر بھی فائن ٹیونگ پہ کام کر رہی ہیں,نہیں
والے پروجیکٹ کے اندر سے ٹھیک,نہیں
اور لیڈنگ رول میل کو دینا ہے یہ بھی,نہیں
